profile,account_id,region,db_instance_id,engine,db_instance_class,availability_zone,vpc_id,aurora_cluster_id,storage_type,allocated_storage_gib,provisioned_iops,iops_cap_note,cpu_avg_pct,cpu_p95_pct,cpu_max_pct,connections_avg,connections_p95,connections_max,read_iops_avg,read_iops_p95,read_iops_max,write_iops_avg,write_iops_p95,write_iops_max,iops_util_pct,read_throughput_avg_Bps,read_throughput_p95_Bps,read_throughput_max_Bps,write_throughput_avg_Bps,write_throughput_p95_Bps,write_throughput_max_Bps,freeable_mem_avg_gib,free_storage_space_avg_bytes,free_local_storage_avg_bytes,read_latency_avg_sec,read_latency_p95_sec,read_latency_max_sec,write_latency_avg_sec,write_latency_p95_sec,write_latency_max_sec,rightsizing_note
steam-fi,126271034052,us-east-1,prod-rds-postgresql,postgres,db.t4g.medium,us-east-1b,vpc-033fd8e6a0e3c8f87,,gp3,100,3000,gp3 baseline if not set,4.77759106290723,5.345401559547373,28.598846065766512,13.038640873015874,13.0,28.785714285714285,0.7433250103287062,0.5477316626544926,108.94908491748609,4.58581340392325,6.143033183612962,152.79048477594492,0.20476777278709873,50122.74234913223,3384.471895803054,13624625.66316982,509643.44625322684,642850.5340226202,34088520.19899017,1.92101750317074,82080736695.46666,,0.00035245756649448574,0.001071466214944476,0.001990105132962276,0.006406836939027724,0.011677957317818925,0.03627503423128698,Consider smaller instance (low CPU & memory headroom)
