profile,account_id,region,db_instance_id,engine,db_instance_class,multi_az,availability_zone,vpc_id,aurora_cluster_id,storage_type,allocated_storage_gib,provisioned_iops,iops_cap_note,cpu_avg_pct,cpu_p95_pct,freeable_mem_avg_gib,connections_avg,read_iops_p95,write_iops_p95,iops_util_pct
tea-fi,533267204778,us-east-1,prod-rds,postgres,db.t3.2xlarge,True,us-east-1c,vpc-055e458da6e0277b3,,io2,200,3000,provisioned,12.172179197436419,72.14470066067187,21.319010860651765,18.89578637334689,1003.5910649375845,152.45549821778738,33.45303549791949
tea-fi,533267204778,us-east-1,prod-rds-replica,postgres,db.r5d.2xlarge,True,us-east-1b,vpc-055e458da6e0277b3,,io2,260,3000,provisioned,16.345094296786684,28.31155574364396,43.49684984894117,29.66800832755031,2948.8338539576926,165.30357667629457,98.29446179858975
tea-fi,533267204778,us-east-2,stage-rds,postgres,db.t3.large,True,us-east-2c,vpc-0a5952859fc492fbe,,gp2,50,150,baseline≈3*GiB (min 100),4.1074854867559125,4.440440809449403,4.736891141402179,1.6228313671061763,0.2989302700152832,2.240457537469881,1.4936383583132542
tea-fi,533267204778,us-east-2,stage-rds-replica,postgres,db.t3.medium,True,us-east-2a,vpc-0a5952859fc492fbe,,gp2,50,150,baseline≈3*GiB (min 100),4.013721626597587,4.111092450869275,2.6727372063824957,0.0,0.3056090227517862,2.262621452151886,1.5084143014345905
